"date","minute","variable","value","formatted_date","text","top_angry","top_sadness","top_surprise","top_happiness","top_disgust"
"2_21_17",10,"surprise",0.130173530256729,2017-02-21,"contradicted by two members of the media, one of them Bill Maher of HBO, who said that in front of guests at Mar-a-Lago, the President was briefed on the classified North Korean situation. Mr. Spicer: Say that again, I&amp;#39;m sorry. The Press: The President and the Prime Minister of Japan were briefed in front of guests -- Mr. Spicer: No, I didn&amp;#39;t say that. The Press: No, no, no, this is what was being said on HBO, that the President and the Prime Minister were briefed on classified information in front of guests at Mar-a-Lago. I just want to clarify, did that happen? Did they -- Mr. Spicer: No. No. I think I walked through this timeline before, Jim. And it&amp;#39;s amazing -- a photo gets put out, the President has got a piece of paper, and the immediate conclusion is he&amp;#39;s got to be talking about classified information. The President was briefed on the situation in North Korea prior to the dinner, in a SCIF, that&amp;#39;s at Mar-a-Lago. He went and had dinner. He discussed the logistics of the press conference,",FALSE,FALSE,TRUE,FALSE,FALSE
"2_22_17",19,"disgust",0.0585502503315385,2017-02-22,"to highlight that. But I think you&amp;#39;re going to see a fair amount of visits in the next few weeks to highlight some of the places that he wants to take them. The Press: And then the other thing was, I&amp;#39;ve seen -- some members of Congress were here last week. There&amp;#39;s the legislative meeting today. It feels as if we haven&amp;#39;t seen as many executive actions -- or executive orders. I know we have the one -- vetting one coming out this week. Are we in a different phase now that he&amp;#39;s sort of done the executive orders that he wants to do -- Mr. Spicer: No. The Press: -- and we&amp;#39;re going to legislation? Mr. Spicer: We have several that are in the pipeline. And part of it is just -- these days are focused with these meetings and getting things done and trying to plan ahead. And so as we see fit and as the implementation process of a lot of these goes through the process, we&amp;#39;ll have future -- we&amp;#39;ll have plenty more. But -- The Press: It does seem that there&amp;#39;s more legislative emphasis right now. Mr. Spicer: Well, it&amp;#39;s both. And I think part of this is as we work through Congress, Anita, these are big things, right? We&amp;#39;re talking about fundamental tax reform --",FALSE,FALSE,FALSE,FALSE,TRUE
"2_22_17",6,"happiness",0.477901812912792,2017-02-22,"of his domestic policy agenda. As a successful businessman himself, the President knows that if we&amp;#39;re going to get the country back to work, we need to hear directly from job creators what is holding them back, and, where appropriate, take steps to remove the barriers. In his first month in office, the President has already taken numerous actions to boost job creation, and key economic indicators are showing that it&amp;#39;s working. CEO and [consumer] confidence are up, the stock market continues to reach record highs, and the January numbers were strong. The meetings on Thursday will continue to build on that momentum. And with that, I&amp;#39;m glad to take some questions. Steve Holland. THE PRESS: Steve Holland is not here. Mr. Spicer: Sorry, Jeff Mason gets it. (Laughter.) The Press: Thank you, Sean. Can you give us an update on the administration&amp;#39;s plans with regard to transgender bathrooms in schools? And can you confirm that there has been some disagreement between Secretary DeVos and the Attorney General on this issue? Mr. Spicer: So I would expect further guidance to come out on that today. The President, as I said yesterday, is a firm",FALSE,FALSE,FALSE,TRUE,FALSE
"2_23_17",15,"happiness",0.439986541010654,2017-02-23,"on and then we&amp;#39;ll get to John, Kristen and Brian. The Press: Yeah. So I have one on -- I have something on another issue really fast, then John can do that. On the HBCU executive order, we understand the executive order that&amp;#39;s coming out sometime later this month, it&amp;#39;s supposed to open -- you&amp;#39;re working out issues of opening an office specifically to take the HBCU initiative out of the Department of Education and bring it directly under the purview of the White House. Who will be heading that? Have you figured that out? Have you also figured out how you will build that office out? Because from what I understand, that is one of the big pieces of this. Mr. Spicer: Well, respectfully, that&amp;#39;s why it hasn&amp;#39;t been issued yet. We&amp;#39;re working it through the process. Obviously, that is something that we&amp;#39;re committed to getting done by the end of Black History Month. So our days are numbered, but there&amp;#39;s a commitment by the President and the staff to really focus on this issue and give it the proper respect that it deserves. So if you&amp;#39;ll bear with us a couple more days, I promise you we&amp;#39;ll have more to say on that.",FALSE,FALSE,FALSE,TRUE,FALSE
"2_27_17",46,"happiness",0.496938915708333,2017-02-27,"Mr Spicer: I don&amp;#39;t know. I&amp;#39;ll ask. (Laughter.) But I&amp;#39;m sure Secret Service will take care of the -- alleviating the medium concerns. Hold on. Alexis. The Press: Sean, I have two questions. First, one on healthcare. Because the OMB director was signaling that the complete budget would be made ready early May, and the President today described how complicated he had discovered that the healthcare repeal and replace has become, can you describe when it is that the President would present his framework for an overhaul of healthcare? Is it going to be included in the budget so we would see it before May? Mr Spicer: I don&amp;#39;t think you&amp;#39;re going to see it in the budget, no. That&amp;#39;s not the appropriate vehicle for it. I think I&amp;#39;ve mentioned it before. I think you would drive -- or at least the leading option, before I get locked into something, is to add Obamacare to the FY17 budget process and",FALSE,FALSE,FALSE,TRUE,FALSE
"2_8_17",12,"angry",0.282947831269231,2017-02-08,"when he called it “disgraceful,” the hearing that he heard last night? Mr. Spicer: He wasn’t arguing before the 9th Circuit, Jeff. Last night was a motion before the 9th Circuit on the temporary restraining order. I think the President was very clear that U.S. code and the Constitution clearly give the President all the authority that is needed to make sure that he can regulate who comes into this country and prevent any acts of -- you know, anyone who is not coming to this country in a peaceful manner. The code, 8 U.S. Code 11520, is very, very clear on this. And so, I think, the President was very, was pointing out the same issue that we had in Boston, which is, once we had a chance to argue it on the merits, we won on it. And so, I think that’s, that’s what he’s -- he clearly did not argue in front of the 9th Circuit last night. So -- The Press: Understood, but he called it “disgraceful.” By calling it “disgraceful,” is that the type of language that should be used between branches of government? Mr. Spicer: I think that the President, when you look at the U.S. code and how clear it’s written and the authority and power it gives the President to do what is necessary to keep this country safe",TRUE,FALSE,FALSE,FALSE,FALSE
"2_9_17",20,"sadness",0.212153800804118,2017-02-09,"Mr. Spicer: Well, no, Judge Gorsuch&amp;#39;s comments were -- yeah. The Press: Judge Gorsuch, right. And that his relaying of Judge Gorsuch&amp;#39;s comments were taken out of context. However, Senator Ayotte, who is working with the White House to help shepherd Judge Gorsuch through the Hill, released a statement confirming those same remarks, &amp;quot;disheartening&amp;quot; and &amp;quot;demoralizing.&amp;quot; Mr. Spicer: Right, so here&amp;#39;s what -- The Press: Is the President aware of that? Because she was in that meeting. Mr. Spicer: No, no, of course he&amp;#39;s aware. This is what Senator Ayotte said: &amp;quot;Judge Gorsuch has made it very clear in all of his discussions with senators, including Senator Blumenthal, that he could not comment on (any) specific cases, and that judicial ethics prevent him from commenting on political matters. He has also emphasized the importance of an independent judiciary, and while he made clear that he was not referencing any specific case, he said that he finds any criticism of a judge&amp;#39;s integrity and independence disheartening and demoralizing.&amp;quot; So there is a big difference between commenting on the specific comments that have been made in the tweet and his general philosophy about the judiciary and his respect for his fellow judges.",FALSE,TRUE,FALSE,FALSE,FALSE
"2_9_17",25,"surprise",0.148264090653935,2017-02-09,"independent judiciary? Mr. Spicer: Why isn&amp;#39;t he -- I mean, he is free to speak his mind. Where has this outrage been for the last hundred years? There has been -- The Press: I&amp;#39;m not asking about the Obama administration or any previous administration, I&amp;#39;m talking about this President and this White House. Mr. Spicer: I understand that. And the President has -- part of the reason the President got elected is because he speaks his mind. He doesn&amp;#39;t hold it back. He&amp;#39;s authentic. And he&amp;#39;s not going to sit back, I think, when he feels very passionately about something as much as the executive order. He was doing it to make sure Americans were safe. The order -- the U.S. code is crystal-clear on this. I think I&amp;#39;ve read it for like three days in a row. And it can&amp;#39;t be any clearer how much authority it gives the President to do what he can to keep us safe. He&amp;#39;s concerned that he&amp;#39;s doing what he can to keep this country safe, and there has been a lot of activity to stand in the way. So I&amp;#39;m not sure how many more times I can read the code to you. But 8 U.S. Code, 1182 -- The Press: Yes, but you and me talking about it is not how the judicial process works. Mr. Spicer: Thank you. You&amp;#39;ve asked the question now eight times. The Press: One more I&amp;#39;d like to ask you. One more about a different set of comments. Mr. Spicer: You&amp;#39;ve got -- hold on. I understand. Thank you, go ahead. The Press: About a different set of comments",FALSE,FALSE,TRUE,FALSE,FALSE
"2_9_17",26,"surprise",0.224213226021111,2017-02-09,"that have been made, Sean, also from Kellyanne Conway earlier this week. The Press: Let him go. Let him go. The Press: Earlier from this week. You say the -- this is in context of Nordstrom and not about what she was counseled about, but about something she said to CNN earlier this week, is that the President doesn&amp;#39;t comment on everything. And so I want to contrast the President&amp;#39;s repeated statements about Nordstrom with the lack of comments about some other things, including, for example, the attack on a Quebec mosque and other similar environments. Why is the President, when he chooses to -- Mr. Spicer: Do you -- hold on -- because you just brought that up. I literally stand at this podium and opened a briefing a couple days ago about the President expressing his condolences. I literally opened the briefing about it. So for you to sit there and say -- The Press: I was here. Mr. Spicer: I know. So why are you asking why he didn&amp;#39;t do it when I literally stood here and did it? The Press: The President&amp;#39;s statement -- Mr. Spicer: I don&amp;#39;t understand what you&amp;#39;re asking. The Press: Kellyanne&amp;#39;s comments were about that the President doesn&amp;#39;t have time to tweet about everything. Mr. Spicer: Right. The Press: He&amp;#39;s tweeting about this.",FALSE,FALSE,TRUE,FALSE,FALSE
"2_9_17",31,"surprise",0.135972467769531,2017-02-09,"Democratic senators. But this is something that the legislative affairs team, as well as the President himself has engaged with members of Congress to talk about this both privately and in bigger groups. But there is a very large conversation going on to achieve bipartisan support for a package of this nature. Jonathan. The Press: Does the President believe that it&amp;#39;s possible to balance the budget without major entitlement reform? Any sort of House -- Mr. Spicer: I think one of the things that the President has looked at is not just the cutting side, but the revenue stream. One area in particular -- natural resources regulation and tax reform, how we can grow the economy and bring in additional revenues to the government on the revenue side. So it&amp;#39;s -- there is a balance to how the President is looking at bringing down the deficit. And I think before I get -- he&amp;#39;s going to -- we&amp;#39;ll have a budget out, you know, in a few weeks. I think that will answer a lot. But again, I just -- when it comes to deficit reduction, which is something that he is very interested in, that is not",FALSE,FALSE,TRUE,FALSE,FALSE
"2_9_17",32,"surprise",0.2008437737915,2017-02-09,"a one-side-of-the-ledger option. That one -- a lot of what he is trying to talk about in these meetings and with business executives is how we can expand the economy. And that expanded economy, that job creation, those explorations of natural resources and additional new jobs also bring additional tax revenue in. So there&amp;#39;s a way to do this. If we start bringing businesses back, creating more things, creating more jobs, that creates a revenue stream that has a significant impact on the deficit -- on being able to drive down the deficit and balancing the budget. So I think it&amp;#39;s not something I want to get in too much detail now, but I will tell you that I think the President has been very, very keen on trying to make sure that we look at the revenue side as much as we&amp;#39;re looking at the spending side. When it comes to the spending side, again, you&amp;#39;re looking at a whole-of-government approach at how we look at every department, every agency, every job, the spending -- or the hiring freeze being one of them. How do we make sure that we&amp;#39;re looking at are these",FALSE,FALSE,TRUE,FALSE,FALSE
"3_10_17",35,"happiness",0.596226677694,2017-03-10,"all have reported, is a bit -- I mean, don&amp;#39;t make me make the podium move. (Laughter.) I mean, honest to god, like, every reporter here reported out that we had 235,000 jobs, 4.7 -- there isn&amp;#39;t a TV station that didn&amp;#39;t go live to it. So to tweet out &amp;quot;Great way to start a Friday,&amp;quot; I think, yes, the President was excited to see more Americans back to work. I don&amp;#39;t think that&amp;#39;s exactly a market disruption. I think that there&amp;#39;s a lot of excitement in this country when we look at the policies that the President has instituted to help put more Americans back to work. So I mean, I understand the rule, but let&amp;#39;s -- The Press: The Obama White House, for instance, went out of their way not to comment in that hour-long period. They would rearrange the President&amp;#39;s schedule around it. It was something that they and previous -- Mr. Spicer: I get it. And I think there&amp;#39;s a difference -- The Press: -- going forward, yeah. Mr. Spicer: It&amp;#39;s not about commenting. I think it&amp;#39;s one thing to give analysis and",FALSE,FALSE,FALSE,TRUE,FALSE
"3_13_17",20,"angry",0.270066723937143,2017-03-13,"The Press: Does the President feel that the Obama administration had been manipulating -- Mr. Spicer: I think you know what the President&amp;#39;s view is. He&amp;#39;s made very clear in the past what his comments were on how those numbers were articulated in the past. And I think there&amp;#39;s a question between the total number of people that are employed, and the President&amp;#39;s comments in the past have reflected that his big concern was getting to the bottom of how many people are working in this country, and that the denominator -- meaning the percentage rate of the total number of people -- is not the most accurate reflection of how many people are employed in this country. How many jobs are created, how many people are getting back to work, how many companies are committing to hiring more people is a much more accurate assessment of where we&amp;#39;re headed as our country -- where our employment is, where our economy is headed. But to look at a number and say we have 4.7 or 4.8 or 5.9 percent unemployment is not necessarily an accurate reflection of how many people are actually working, seeking work, or want to work. And if you know how they conduct those surveys, there&amp;#39;s a lot of times when people, whether",TRUE,FALSE,FALSE,FALSE,FALSE
"3_13_17",8,"sadness",0.180149665853333,2017-03-13,"on storm preparations. He has directed his Intergovernmental Affairs staff to remain in contact with governors and mayors in the path of the storm. He has directed his acting FEMA administrator to lean forward and be prepared to help states should they require federal assistance. We urge everyone to listen to state and local leaders and public safety officials to follow their warning and closure notice. They are the best source of information during that storm. With that, I&amp;#39;d be glad to take your questions. John. The Press: Sean, if I could come back to the U.S. attorney for the southern district of New York, Preet Bharara, who was asked to resign along with 45 other U.S. attorneys. The President seemed to indicate not too long ago that he wanted Mr. Bharara to stay on in that job, and he was asked to resign like the other attorneys. And then he says he was fired on Saturday when he refused to resign. Did the President change his mind about keeping him on? Or was it only supposed to be for a finite period of time?",FALSE,TRUE,FALSE,FALSE,FALSE
"3_16_17",40,"sadness",0.190252123899167,2017-03-16,"wider audience and 16 government agencies as Obama was leave office, intelligence normally reserved for just a handful of intelligence leaders was spread throughout briefings to scores of workers, and soon leaks began appearing in news media office organizations, often in stories lacking context of how national security investigations are actually concluded.&amp;quot; On March 3rd, Fox News chief anchor Bret Baier said that the following: &amp;quot;There was a report in June 2016 -- a FISA request by the Obama administration -- Foreign Intelligence Surveillance Court -- to monitor communications involving Donald Trump and several other campaign officials. Then they got turned down. Then in October, then they renewed it and did a startup wiretap at Trump Tower with some computer and Russian banks.&amp;quot; Baier continues, &amp;quot;A June FISA request that foreign intelligence surveillance courts gets shot down. A judge says&amp;quot; -- hold -- Jonathan, I&amp;#39;m going to -- you can ask -- you can follow up -- &amp;quot;A judge says no-go to monitoring Trump Tower. They go back in October. They do get a FISA granted. This is wiretap going on and a monitoring of",FALSE,TRUE,FALSE,FALSE,FALSE
"3_16_17",41,"sadness",0.1723937034855,2017-03-16,"computers that have some ties, they believe, to Russian accounts. By all accounts, they don&amp;#39;t come up with anything in the investigation, but the investigation continues and we don&amp;#39;t know it. On November 11th, 2016, days after the election, Heat Street reported, &amp;quot;Two separate sources with links to the counter-intelligence community had confirmed to Heat Street that the FBI sought and was granted a FISA warrant in October, giving counter-surveillance intelligence permission to examine the activities of U.S. persons in Donald Trump&amp;#39;s campaign with ties to Russia. The first request, which sources say named Trump, was denied back in June. But the second was drawn more narrowly and granted in October after evidence was presented of a server, possibly related to the Trump campaign and its alleged links to two banks -- SVB bank and Russia&amp;#39;s Alfa-Bank. Sources suggest that a FISA warrant was granted to look at the full context of related documents that concern U.S. persons. Two separate sources with links to the counter-intelligence community have confirmed that the FBI sought and was granted a FISA warrant in October giving counter-intelligence permission to examine the activity of U.S.",FALSE,TRUE,FALSE,FALSE,FALSE
"3_16_17",43,"sadness",0.177369771265,2017-03-16,"Guardian, Heat Street and the New York Times, it appears the FBI has concerns about a private server in Trump Tower that was connected to one or two Russian banks. Heat Street describes these concerns as centering on &amp;quot;possible financial and banking offenses.&amp;quot; This is his quote -- &amp;quot;I italicized the word &amp;quot;offenses&amp;quot; because it denotes crimes. Ordinarily, when crimes are suspected, there is a criminal investigation, not a national security investigation.&amp;quot; We go on. Sara Carter from Circa, reporting, &amp;quot;Intelligence professionals tell Circa News they were concerned that some of the Russian intelligence was spread through group briefings to a much-larger-than-usual audience back in January. This would have happened during the final days of the Obama administration when it expanded executive order 12333, which allows employees with a &amp;quot;need to know&amp;quot; have further unfettered access to raw data stowed by the NSA. The new rules allowed the NSA to share &amp;quot;raw signals intelligence information, including the names of those involved in phone conversations and emails. The expansion of the order makes it difficult to narrow in on the leaks and, frankly, it allows",FALSE,TRUE,FALSE,FALSE,FALSE
"3_16_17",44,"sadness",0.155554369658,2017-03-16,"too many people access to the raw data, which only used to be available to a select few, said a U.S. official who spoke on the condition of anonymity and was not granted to speak on the authority. Numerous outlets, including the New York Times, have reported on the FBI investigation into Mr. Trump&amp;#39;s advisors; BBC, and then McClatchy revealed the existence of a multi-agency working group to coordinate investigations across the thing. On February 14th, the New York Times again refers to phone record and intercepted calls -- let me quote them -- &amp;quot;American law enforcement intelligence agency intercepted the communications around the same times they were discovering the evidence that Russia was trying to disrupt the presidential election by hacking into the Democratic National Committee, three officials said. The intelligence agencies then thought to learn whether the Trump campaign was colluding with the Russians on hacking or other efforts to influence the election. The officials interviewed in recent weeks said that so far they have seen no evidence of such cooperation. The official said that the intercepted communications are not limited to Trump campaign officials and",FALSE,TRUE,FALSE,FALSE,FALSE
"3_16_17",45,"sadness",0.163726402021667,2017-03-16,"other associates of Mr. Trump. The call logs and intercepted communications are part of a larger trove of information that the FBI is sifting through. Days later, the New York Times then reports, &amp;quot;In the Obama administration&amp;#39;s last days, some White House officials scrambled to spread information about Russian efforts to undermine the presidential election of Donald Trump, connections between the President-elect and Russians across the government. But the increasingly hard-to-escape conclusion that in our government -- that individuals in our government were instead trying to undermine the new President by saying, quote -- this is the New York Times again -- &amp;quot;At intelligence agencies, there was a push to process as much raw intelligence in a possible analysis to keep the report at relatively low classification levels to ensure a widespread readership across the government. And in some cases, &amp;quot;among them, European allies.&amp;quot; This allowed the upload of as much information -- intelligence as possible to Intellipedia, a secret Wiki used by American analysts to",FALSE,TRUE,FALSE,FALSE,FALSE
"3_16_17",46,"sadness",0.146198296336667,2017-03-16,"share information. Sean Hannity went on Fox to say, &amp;quot;But protections which are known as minimization procedures have been put in place to protect Americans that are not under warrant, American citizens that are caught up in their surveillance.&amp;quot; And, &amp;quot;By the way, their identities are protected. Their constitutional rights are protected. Now, of course, this was not the case with Lieutenant General Flynn, because a transcript of his call was created and then given to intelligence officials who then leaked this information, which is a felony, to the press that printed it.&amp;quot; Last, on Fox News on March 14th, Judge Andrew Napolitano made the following statement. &amp;quot;Three intelligence sources have informed Fox News that President Obama went outside the chain of command. He didn&amp;#39;t use the NSA, he didn&amp;#39;t use the CIA, he didn&amp;#39;t use the FBI, and he didn&amp;#39;t use the Department of Justice. He used GCHQ, what is that? It&amp;#39;s the initials for the British Intelligence Spying Agency. So simply, by having two people saying to them, &amp;#39;the President needs transcripts of conversations involved in candidate Trump&amp;#39;s conversations involving President-elect Trump,&amp;#39; he",FALSE,TRUE,FALSE,FALSE,FALSE
"3_16_17",59,"disgust",0.0605041502967027,2017-03-16,"The Press: I have one more for you. To go back to your long list of sort of news reports you mentioned -- one that you reached that perhaps the GCHQ was involved. Did the President ever raise this in his conversation with Theresa May? And if that were to pan out, would that imperil the special relationship between the two? Mr. Spicer: Again, these are just -- that happened I think two days ago. It was something that was reported on air. I think the point is, is that there&amp;#39;s been -- The Press: Was it raised -- Mr. Spicer: No, no, it has not been raised. But I do think that, again, we&amp;#39;re not -- all we&amp;#39;re doing is literally reading off what other stations and people have reported, and I think that casts into concern some of the activities that may have occurred during the &amp;#39;16 election. We&amp;#39;re not casting judgment on that. I think the idea is to say that if these organizations, these individuals came to these conclusions, they merit looking into. Olivier. The Press: Thanks, Sean. I got a couple for you. There&amp;#39;s a news report about the President&amp;#39;s meeting with the Saudi Defense Minister/Deputy Crown Prince that says that the defense minister",FALSE,FALSE,FALSE,FALSE,TRUE
