text,start,duration
"I said I&amp;#39;d get back to Jon, so here we go.",530.129,2.669
"The executive order itself has a section, Section 5,",532.798,3.37
which focuses on enforcement.,536.168,1.769
The order outlines that each agency head is tasked,537.937,2.536
with working with the Office of Government,540.473,1.334
Ethics to establish procedures for determining,541.807,2.47
potential violations of the ethics pledge.,544.277,2.969
"Should a violation be determined, the executive",547.246,2.503
order authorizes the Department of Justice to,549.749,2.068
enforce the order through several mechanisms:,551.817,2.803
debarment proceedings -- these would restrict an,554.62,1.902
individual or his or her associated entities from,556.522,2.669
doing business with the federal government;,559.191,2.169
"seeking an injunction, such as a restraining",561.36,2.136
order from lobbying for 10 years -- the five years in,563.496,2.669
the ethics agreement plus an additional five years;,566.165,2.002
or civil penalties such as a fine commensurate with,568.167,2.903
the nature of the violation.,571.07,1.668
The President fully expects the Department of,572.738,1.835
Justice to vigorously enforce this executive order.,574.573,3.771
Also yesterday several of you asked where the House,578.344,2.069
is in regard to additional legislation as outlined in,580.413,3.47
the third prong of the AHCA and the President&amp;#39;s,583.883,2.702
plan to reform healthcare.,586.585,2.103
I&amp;#39;m pleased to note that last night Leader McCarthy,588.688,3.97
in the House introduced four pieces of legislation,592.658,2.67
"that will remove burdensome regulations,",595.328,2.002
"lower costs, and increase access as we&amp;#39;ve noted: the",597.33,3.403
"Competitive Health Insurance Reform Act, H.R.",600.733,2.603
"372, which eliminates anti-trust protection for",603.336,3.637
"an insurance provider, creating competition so",606.973,2.335
that Americans are not left with just one choice,609.308,2.469
for healthcare coverage; the Small Business Health,611.777,2.503
"Fairness Act, H.R.",614.28,1.034
"1101, which allows small businesses to band",615.314,3.404
together and negotiate lower prices; the,618.718,2.669
"Protecting Access to Care Act, H.R.",621.387,2.369
"1215, which limits frivolous lawsuits that",623.756,3.136
unnecessarily drive up healthcare costs; and the,626.892,2.603
"Self-Insurance Protection Act, H.R.",629.495,1.902
"1304, which protects workers who get their",631.397,2.803
healthcare coverage from employers that self-insure,634.2,2.536
by providing a backstop on catastrophic losses.,636.736,2.836
"And finally, in terms of following up from",639.572,1.835
"yesterday, in regard to the DOJ&amp;#39;s indictments of",641.407,3.437
"Russian hackers on Yahoo data, this action",644.844,2.569
demonstrates the United States&amp;#39; commitment to,647.413,1.668
identifying cyber criminals and bringing,649.081,2.169
"them to justice, no matter where they are.",651.25,2.035
It also highlights the criminal importance of,653.285,1.869
international cooperation to our cyber regime.,655.154,3.604
"And like I said, yesterday, though this is",658.758,2.068
"a lawful enforcement action, anything beyond",660.826,2.303
"that, I would direct you to the Department of",663.129,1.935
Justice and the FBI for further details.,665.064,2.669
"Before I continue, let me turn it over to Director",667.733,2.603
Mulvaney to talk a little bit about the budget.,670.336,1.968
Director?,672.304,1.469
Director Mulvaney: Thanks very much.,673.773,3.47
"Good afternoon, and happy day before St. Patrick&amp;#39;s",677.243,3.136
"Day, also known as Budget Day.",680.379,1.535
Most of you heard me talk about the budget before so,681.914,2.269
I&amp;#39;m not going to say too many things in opening,684.183,2.069
before we get to your questions.,686.252,1.334
But we will remind you that this is what we&amp;#39;re,687.586,1.969
calling the America First Budget.,689.555,1.368
We had an America First candidate; you now have an,690.923,4.004
America First President.,694.927,1.602
And it shouldn&amp;#39;t surprise anybody that we have an,696.529,1.668
America First Budget.,698.197,1.401
"It&amp;#39;s in the details, as we talked about last week --",699.598,2.603
$54 billion of additional defense spending.,702.201,2.402
We have some more details today on where that,704.603,1.469
money is going.,706.072,1.801
"We&amp;#39;re seeing increases at the VA, increases within",707.873,3.404
"the Department of Justice for law enforcement,",711.277,1.835
increases within the Department of Homeland,713.112,1.702
Security for things that include border security,714.814,3.069
and immigration controls.,717.883,1.468
Immigration is within -- excuse me -- increases,719.351,2.737
within the Department of Energy to deal with,722.088,2.202
a nuclear triad.,724.29,1.001
And then corresponding reductions in similar,725.291,2.269
amounts offsetting dollar,727.56,1.902
for dollar in other programs.,729.462,2.869
The largest reduction if you&amp;#39;ve seen the budget,732.331,2.369
already is a 31 percent reduction within the,734.7,2.269
Environmental Protection Agency.,736.969,1.735
The next largest reduction on a percentage basis is,738.704,2.336
within Department of State; and the other,741.04,1.935
departments are reduced in lesser amounts.,742.975,3.337
"I think the smallest reduction we have is NASA,",746.312,2.502
which is just less than 1 percent.,748.814,1.802
"But there again, as with many of the agencies,",750.616,1.835
you&amp;#39;ll see certain line items within those,752.451,1.969
budgets plussed up.,754.42,2.235
This is the message the President wanted to send,756.655,2.369
"to the public, to the press, to Capitol Hill: he",759.024,3.304
wants more money for defense; more money for,762.328,2.068
border enforcement; more money for law enforcement,764.396,2.036
generally; more money for the vets; more money,766.432,2.769
for school choice.,769.201,1.235
And then to offset that money with savings,770.436,2.869
elsewhere so that all of that is done without an,773.305,2.169
additional dollar added to the deficit.,775.474,1.969
"As I&amp;#39;ve mentioned before, the budget does not",777.443,2.803
balance the budget.,780.246,1.001
This budget simply reallocates and,781.247,2.269
reprioritizes spending as any family or business,783.516,3.87
would do.,787.386,1.135
This budget does not -- for those of you who were,788.521,1.901
not here last week -- this budget does not address,790.422,3.304
"the big-picture items such as policy changes, revenue",793.726,3.236
"flows, tax policy, mandatory spending.",796.962,3.17
This is simply the topline spending budget.,800.132,2.269
"That&amp;#39;s why we call it the budget blueprint, and",802.401,2.803
not the full budget.,805.204,0.767
"That full budget, which will contain all the rest",805.971,1.936
"of those pieces and parts, will be released in May.",807.907,5.872
"Before I take questions, I&amp;#39;m going to do something",813.779,1.435
I don&amp;#39;t ordinarily do -- I&amp;#39;m sure it&amp;#39;s kind of new,815.214,2.002
-- I&amp;#39;m going to call on the New York Times because,817.216,2.669
they&amp;#39;re in trouble.,819.885,1.368
"Apparently, is there a -- where&amp;#39;s my",821.253,2.002
New York Times guy?,823.255,1.835
"Matt Flegenheimer and Alan Rappeport -- okay,",825.09,3.871
are in big trouble.,828.961,1.068
I&amp;#39;ll give you the first question but you have to,830.029,1.334
deliver this message to them.,831.363,1.068
They printed this morning that I am the father of,832.431,1.502
17-year-old triplet girls.,833.933,2.202
My 17-year-old daughter really wishes that were,836.135,2.302
"happy -- really wishes that had happened, but my",838.437,2.569
two 17-year-old sons are upset.,841.006,2.102
(Laughter.),843.108,0.668
"So if you could clarify that, that would be great.",843.776,3.737
"And I&amp;#39;ll give you the first questions,",847.513,1.435
if you&amp;#39;ve got one.,848.948,1.001
So go ahead.,849.949,1.434
"The Press: We&amp;#39;re not great at math, obviously, at the",851.383,2.036
New York Times.,853.419,0.667
"Director Mulvaney: The math is right, it&amp;#39;s",854.086,1.368
actually the gender that was wrong.,855.454,1.802
(Laughter.),857.256,0.701
"The Press: Sir, during the campaign",857.957,2.669
"President Trump, then candidate Trump, talked",860.626,2.302
"about the national debt, which of course has",862.928,2.87
reached around $20 trillion.,865.798,0.901
You mentioned it in your budget message this morning.,866.699,4.638
"Is there a plan, as the President talked about",871.337,2.135
"during last year&amp;#39;s campaign, to actually",873.472,2.069
eliminate the national debt in eight years?,875.541,1.735
He said during the campaign it would be easy,877.276,2.202
to actually eliminate the entire debt -- not the,879.478,2.169
"deficit, but the debt -- in eight years.",881.647,1.702
Is that something that this President is actually,883.349,1.968
committed to trying to do?,885.317,0.768
"Director Mulvaney: It&amp;#39;s a good question,",886.085,1.334
it&amp;#39;s a fair question.,887.419,0.668
I would just suggest to you it&amp;#39;s not the right,888.087,1.334
time for the question.,889.421,0.668
"The budget blueprint, again, does not deal with",890.089,2.335
"the debt, it even doesn&amp;#39;t deal with the deficit.",892.424,2.837
It is simply the first,895.261,0.9
part of the appropriations process.,896.161,3.07
"We&amp;#39;ll send this up to the Hill now, and the",899.231,2.036
Appropriations Committees of the House and the,901.267,2.302
Senate -- of course the House controls the power,903.569,1.568
"of the purse, the Senate -- excuse me, Congress",905.137,1.768
controls the power of the purse.,906.905,1.469
And this will be the first step in that process.,908.374,2.402
We will start to address the issues of the,910.776,2.035
"longer-term deficit, longer-term debt in",912.811,3.204
that larger budget.,916.015,0.8
And of course we&amp;#39;ll have to deal at that time with,916.815,1.502
"things like mandatory spending, tax policy,",918.317,2.269
revenue flows to the government.,920.586,1.968
"So again, it&amp;#39;s a fair question, I just don&amp;#39;t",922.554,1.368
think now is the time to ask the question.,923.922,1.335
The Press: The 28 percent that comes out of the,925.257,2.603
"State Department, I know that you&amp;#39;re leaving a lot",927.86,1.802
of discretion to the people who are in charge,929.662,2.435
there at all of these agencies for how to,932.097,1.869
implement these cuts.,933.966,0.734
But how much is intended to come out of the foreign,934.7,2.536
aid budget of that $10 billion?,937.236,2.202
Director Mulvaney: A lot of it.,939.438,2.169
"As I&amp;#39;ve said before, one of the reasons that you&amp;#39;re",941.607,2.669
seeing such a dramatic reduction in the State,944.276,1.969
Department on a percentage basis is not that this,946.245,2.803
President thinks that diplomacy is not important,949.048,2.135
"-- in fact, nothing could be further from the truth.",951.183,2.169
We&amp;#39;ve already seen that Secretary Tillerson has,953.352,1.601
had a tremendous -- one diplomatic success already,954.953,3.07
on the deal he cut with Iraq.,958.023,2.202
"The President believes in diplomacy, and we believe",960.225,2.369
that this budget protects that core function of the,962.594,3.104
State Department.,965.698,1.034
It just so happens that much of the foreign aid,966.732,3.236
that the President talked about in campaign -- much,969.968,2.036
"of the money that goes to climate research, green",972.004,3.203
"energy, those types of things -- are actually in",975.207,1.902
the State Department budget.,977.109,1.468
If those line items had been in the Department of,978.577,2.569
"Commerce, you would see Department of Commerce",981.146,1.569
having gone down by a similarly large percentage.,982.715,3.37
So the answer to your question is that most of,986.085,2.135
the cuts within the State Department try to focus,988.22,2.236
directly on foreign aid.,990.456,1.468
"Yes, sir.",991.924,0.7
"The Press: Yes, the budget showed a 0.8 decrease for",992.624,4.839
"NASA, but you&amp;#39;ve also talked about in the",997.463,2.202
administration using private companies such as,999.665,2.803
"SpaceX, for example, for more of that.",1002.468,2.102
So does this show some -- is some of this going to,1004.57,2.636
be shifted over to the private sector?,1007.206,2.169
And does this show a commitment on the,1009.375,1.334
administration&amp;#39;s part towards science and NASA?,1010.709,3.27
Director Mulvaney: I does.,1013.979,1.301
"Again, if you go back and you do what we did, which",1015.28,1.802
"is go back to the President&amp;#39;s speeches, the",1017.082,1.335
"interviews he gave and just talking to him, we",1018.417,1.501
tried to identify his priorities.,1019.918,1.602
"And one of the things he told us was, look, I&amp;#39;m",1021.52,1.735
still interested in America being involved,1023.255,2.136
in space exploration.,1025.391,1.301
So even though the overall topline number at NASA is,1026.692,3.804
reduced by a small fraction -- I think it&amp;#39;s,1030.496,1.468
"0.8 percent, as you mentioned -- individual",1031.964,2.502
line items that deal with specifically space,1034.466,2.736
exploration are actually plussed up.,1037.202,2.236
And part of the intent there is to promote,1039.438,3.403
exactly what you just talked about.,1042.841,2.269
"Yes, sir.",1045.11,0.668
The Press: Two questions.,1045.778,1.067
Your own experience in the House tells you that a lot,1046.845,2.97
of these cuts haven&amp;#39;t been voted for before.,1049.815,3.036
"Do you consider this budget an opening bid, and",1052.851,3.304
"do you expect a lot of pushback, even from",1056.155,1.835
"Republicans, on the specificity and the size",1057.99,2.502
of these cuts?,1060.492,1.035
"And secondly, to take your point about the",1061.527,1.801
"President&amp;#39;s words on the campaign, those of us who",1063.328,1.869
traveled around with him remember -- he said he,1065.197,1.868
"didn&amp;#39;t want to touch Social Security, Medicare,",1067.065,1.469
the big entitlements.,1068.534,1.134
"The fact that that&amp;#39;s not in this budget, is that a",1069.668,2.469
signal that those programs,1072.137,2.636
are going to remain untouched?,1074.773,0.868
And as the Committee for a Responsible Federal Budget,1075.641,2.969
"said, that ignores 70 percent of spending and 90",1078.61,2.436
percent of its growth over the next decade.,1081.046,1.335
Director Mulvaney: I&amp;#39;ll deal with the second one,1082.381,1.334
"first, which is the President is absolutely",1083.715,1.569
going to keep the promises he kept on the campaign trail.,1085.284,3.003
"Again, you will see no reference in Social",1088.287,1.868
"Security here, no reference to Medicare",1090.155,2.336
"here, no reference to Medicaid here or any of",1092.491,2.302
the other mandatory programs -- what some,1094.793,1.735
people call entitlement programs -- because that&amp;#39;s,1096.528,1.936
not what this budget is.,1098.464,1.301
"This is the discretionary part of the budget, half",1099.765,2.469
"of which, as you know, is defense, and the other",1102.234,1.768
"half is everything else, the alphabet soup of government.",1104.002,2.837
So just because it&amp;#39;s not here doesn&amp;#39;t mean we&amp;#39;re,1106.839,2.035
dodging the issue.,1108.874,0.767
You would never see in any budget blueprint that,1109.641,2.002
deals with the topline spending numbers Social,1111.643,2.169
"Security, Medicare and Medicaid.",1113.812,1.468
To your other question about it not being popular,1115.28,1.535
"on the Hill -- yeah, I can recognize that.",1116.815,1.969
I&amp;#39;ve been on the Hill enough to know that some,1118.784,2.569
of these would be very unpopular.,1121.353,1.535
Keep in mind the President is in a unique position.,1122.888,3.07
"I&amp;#39;ve been a member of Congress, I represented",1125.958,1.835
"700,000 people in South Carolina.",1127.793,1.601
I had my constituency.,1129.394,1.402
It was a district.,1130.796,1.301
Senators represent an entire state.,1132.097,1.902
We&amp;#39;re always dealing with special interests from,1133.999,3.103
"back home, we&amp;#39;re dealing with lobbyists from back home.",1137.102,4.071
The President is beholden to none of that.,1141.173,2.402
The President has drafted a budget for the entire,1143.575,3.103
nation because that&amp;#39;s who he sees himself,1146.678,1.335
as representing.,1148.013,0.667
"He did not ask lobbyists for input on this, he did",1148.68,1.335
"not ask special interests for input on this, and he",1150.015,2.336
certainly didn&amp;#39;t focus on how these programs might,1152.351,3.103
impact a specific congressional district.,1155.454,2.969
But we knew that going into it.,1158.423,1.569
"And again, the message we&amp;#39;re sending to the Hill",1159.992,1.735
is we want more money for the things the President,1161.727,2.135
"talked about, defense being the top one,",1163.862,1.969
"national security, and we don&amp;#39;t want to add to",1165.831,2.836
the budget deficit.,1168.667,0.901
If Congress has another way to do that we&amp;#39;re happy,1169.568,1.902
to talk to them about it.,1171.47,0.801
"Yes, sir, in the glasses.",1172.271,0.834
The Press: James Bays from Al Jazeera.,1173.105,2.202
The United Nations said the world is currently,1175.307,2.402
facing the largest humanitarian crisis since,1177.709,2.469
the end of World War II -- 20 million people in just,1180.178,4.905
four countries facing starvation or famine.,1185.083,2.57
"And yet you&amp;#39;re cutting funding to the U.N.,",1187.653,2.469
cutting funding to the foreign aid budget.,1190.122,2.102
Are you worried that some of the most vulnerable,1192.224,2.669
people on Earth will suffer as a result?,1194.893,2.369
Director Mulvaney: We&amp;#39;re absolutely reducing,1197.262,2.202
funding to the U.N.,1199.464,1.168
"and to the various foreign aid programs, including",1200.632,2.469
those run by the U.N.,1203.101,1.035
and other agencies.,1204.136,1.067
That should come as a surprise to no one who,1205.203,1.569
watched the campaign.,1206.772,1.168
The President said specifically hundreds of,1207.94,2.102
time -- you covered him -- I&amp;#39;m going to spend less,1210.042,2.302
money on people overseas and more money on,1212.344,2.002
people back home.,1214.346,0.767
And that&amp;#39;s exactly what we&amp;#39;re doing,1215.113,1.335
with this budget.,1216.448,0.667
"Yes, ma&amp;#39;am.",1217.115,0.668
The Press: Given your focus on dollar-for-dollar,1217.783,3.937
"offsets in fiscal &amp;#39;18, and for your fiscal 2017",1221.72,6.607
request you didn&amp;#39;t insist on dollar-for-dollar offsets.,1228.327,2.836
Why is that?,1231.163,0.667
Why are you not concerned about adding to the,1231.83,2.636
deficit in fiscal 2017?,1234.466,1.368
Director Mulvaney: The large part of the -- the,1235.834,3.07
point -- the question deals with the 2017,1238.904,3.704
"request, which is a $30 billion -- I think it&amp;#39;s",1242.608,2.168
actually $3 billion -- a billion and a half in,1244.776,2.069
there for the wall.,1246.845,1.468
And it&amp;#39;s not entirely offset.,1248.313,1.602
There&amp;#39;s a couple reasons for that.,1249.915,1.334
One of them is time.,1251.249,1.001
Another one is that some of that is what they call,1252.25,2.77
Overseas Contingency Operations.,1255.02,1.635
"Now, you also know that I have a somewhat colored",1256.655,3.27
"history with the overseas contingency operation, but",1259.925,2.969
I will tell you that we went through this and made,1262.894,1.902
sure that the money that&amp;#39;s being requested is true,1264.796,2.336
OCO -- means that it&amp;#39;s focused truly on the areas,1267.132,3.37
"where we&amp;#39;re involved overseas, Iraq, Syria,",1270.502,2.402
"Afghanistan, those types of places.",1272.904,1.702
So we have sent them $18 billion worth of proposed,1274.606,2.202
"reductions for 2017, but not all of them are offset.",1276.808,3.571
"Yes, ma&amp;#39;am.",1280.379,0.667
The Press: The President has called for eliminating,1281.046,3.57
funding for the Corporation for Public,1284.616,2.069
Broadcast and the National Endowment for the Arts.,1286.685,2.769
If the Republican Congress sent the President,1289.454,2.503
"appropriate bills that fund CPB and NEA, will he",1291.957,4.204
veto those bills and tell the Republican leadership,1296.161,2.402
to send bill that defunds those things?,1298.563,2.036
Director Mulvaney: The message the President sent,1300.599,2.536
right now is that we want to defund those.,1303.135,2.302
And there&amp;#39;s completely defensible reasons,1305.437,2.102
for doing that.,1307.539,0.767
"It&amp;#39;s a simple message, by the way.",1308.306,1.702
I put myself in the shoes of that steelworker in,1310.008,5.472
"Ohio, the coal-mining family in West Virginia,",1315.48,3.437
"the mother of two in Detroit, and I&amp;#39;m saying,",1318.917,3.37
"okay, I have to go ask these folks for money and",1322.287,2.97
I have to tell them where I&amp;#39;m going to spend it.,1325.257,2.502
"Can I really go to those folks, look them in the",1327.759,2.236
"eye and say, look, I want to take money from you and",1329.995,2.169
I want to give it to the,1332.164,0.767
Corporation of Public Broadcasting?,1332.931,1.502
