text,start,duration
The President was glad to see the National,114.614,1.535
Federation of Independent Businesses announce their,116.149,2.336
"support for the American Health Care Act, and FIB",118.485,2.569
has previously identified healthcare along with,121.054,2.502
small business taxes as their two biggest,123.556,2.202
"priorities, and the President&amp;#39;s healthcare",125.758,2.103
agenda will address many of their concerns for,127.861,2.535
small businesses.,130.396,1.535
"Yesterday, of course, the Congressional Budget",131.931,2.303
Office released their report on the American,134.234,1.735
Health Care Act.,135.969,1.067
I know that there have been significant concerns,137.036,1.936
"about the CBO report, and I want to give a little",138.972,2.302
bit of context to the numbers that have,141.274,2.102
been going around.,143.376,1.268
"In 2013, the CBO estimated that 24 million people",144.644,3.77
would have coverage under Obamacare in 2016.,148.414,2.97
They were way off.,151.384,0.934
They were off by 13 million people --,152.318,2.603
over 50 percent.,154.921,1.234
"In fact, only 10.4 million people were actually",156.155,2.47
covered.,158.625,0.834
Reports now suggest that that number has dwindled,159.459,1.868
down to 9 million.,161.327,1.569
"CBO coverage estimates are consistently wrong and,",162.896,3.003
"more importantly, did not take into consideration",165.899,2.569
the comprehensive nature of the three-pronged plan,168.468,3.17
to repeal and replace Obamacare with the,171.638,1.868
American Health Care Act.,173.506,1.502
We&amp;#39;re working to bring real relief and better,175.008,1.935
choices to the American family.,176.943,2.302
The two other prongs of our plan contain several,179.245,2.569
additional reforms that will further drive down,181.814,1.936
cost and increase coverage.,183.75,2.235
"When you get down to it, the Congressional Budget",185.985,2.169
Office is there to measure the potential impact of,188.154,2.002
programs on the federal budget.,190.156,1.635
Its attempts to estimate coverage have been,191.791,1.902
historically faulty.,193.693,1.735
But in the portion of its analysis that focuses on,195.428,2.102
"what the office is really about, the CBO concedes",197.53,2.636
that the American Health Care Act would actually,200.166,1.568
reduce the deficit by over $330 billion and bring,201.734,4.138
"health insurance premiums down 10 percent, even",205.872,3.003
before many of the significant reforms in,208.875,2.002
prongs two and three have taken effect.,210.877,1.334
"And as I&amp;#39;ve mentioned before, some of these",212.211,1.335
include expanding healthcare savings,213.546,1.335
"accounts, streamlining the process at FDA so that",214.881,1.334
innovative and lower-cost medicines can get to,216.215,1.335
"patients faster, allowing health insurance to be",217.55,1.335
"sold across state lines, which increases",218.885,5.005
"competition and decreases cost, permitting small",228.728,3.837
businesses to band together to negotiate,232.565,1.702
"healthcare rates for all of their employees, and",234.267,2.803
reforming the medical malpractice system so that,237.07,2.068
doctors aren&amp;#39;t spending their time and patients&amp;#39;,239.138,2.403
money on unnecessary procedures.,241.541,2.335
"Beyond the numbers, let&amp;#39;s talk about some real-life",243.876,2.269
examples of the cost of Obamacare for some actual,246.145,2.803
Americans who the President heard from,248.948,2.102
during his listening session yesterday.,251.05,2.703
"Kim Sertich, a small-business owner in",253.753,2.269
"Arizona, had her healthcare cost skyrocket",256.022,2.736
from $389.79 a month to $809.15.,258.758,6.573
"Carrie Couey from Colorado, a mother of six",265.331,2.703
"whose youngest son is autistic, saw her family&amp;#39;s",268.034,2.636
"yearly insurance go from $1,700* [$17,000] to",270.67,2.736
"$52,000 for a lower-quality plan.",273.406,5.572
"And Joel Brown, a farmer from Tennessee, saw his",278.978,2.903
catastrophic coverage cost spike in the wake of,281.881,2.302
Obamacare from $119 a month to more than,284.183,3.537
$500 per month.,287.72,2.636
These are the stories that really matter to millions,290.356,1.902
"of Americans who are suffering under Obamacare,",292.258,2.536
and these are the stories that are at the top of the,294.794,1.635
President&amp;#39;s mind as he works towards reforming,296.429,2.569
our healthcare system.,298.998,1.468
The President is committed to working together with,300.466,1.602
"Speaker Ryan, Majority Leader McCarthy, and",302.068,2.402
Majority Leader McConnell to create a system that&amp;#39;s,304.47,2.069
affordable and accessible to all Americans.,306.539,2.636
Let me walk through the rest of the,309.175,1.635
schedule for the week.,310.81,1.468
"Tomorrow, the President is headed to Michigan to meet",312.278,1.835
"with auto executives and workers, and will discuss",314.113,2.436
how his plans for rolling back federal red tape will,316.549,2.703
"lead to more American jobs and higher wages,",319.252,3.103
specifically in the automobile sector.,322.355,2.969
It&amp;#39;s a great opportunity for the President to,325.324,1.936
showcase moves he&amp;#39;s already made towards these,327.26,2.335
"ambitious &amp;quot;Buy American, Hire American&amp;quot; agenda,",329.595,3.237
like encouraging investment and workforce,332.832,2.102
training and developments so that Americans are,334.934,2.169
"ready for the jobs of the future, and removing the",337.103,2.502
roadblocks that prevent American businesses from,339.605,2.369
staying and expanding here in the United States.,341.974,2.636
The President hopes to build on the great,344.61,2.269
optimism that he&amp;#39;s built within the business,346.879,2.002
community in anticipation of the renewed,348.881,2.203
opportunities the President&amp;#39;s economic,351.084,1.601
agenda has already created.,352.685,2.269
He and his team are hard at work to produce the,354.954,2.035
results that the American people deserve and voted,356.989,2.97
for last year.,359.959,1.034
"He will also travel to Nashville, Tennessee,",360.993,2.203
where he will lay a wreath at President Andrew,363.196,2.269
Jackson&amp;#39;s tomb on his 250th birthday.,365.465,3.103
"Thursday, the Taoiseach of Ireland Kenny will come to",368.568,3.737
the White House for the traditional St. Patrick&amp;#39;s,372.305,1.768
"Day visit, including a reception in honor of the",374.073,3.57
Taoiseach and Mrs. Kenny.,377.643,1.435
"And as I mentioned, German Chancellor Merkel&amp;#39;s visit",379.078,3.971
"will resume on Friday, and we will have an update",383.049,2.402
on that schedule.,385.451,1.135
"With that, I&amp;#39;m glad to take a few questions.",386.586,1.801
"The Press: Sean, President Trump has said that under",388.387,4.105
his plan there will be insurance for everybody.,392.492,2.636
How do you square that with the CBO numbers?,395.128,2.268
And is that a promise he can really keep?,397.396,2.303
"Mr. Spicer: Well, I think there&amp;#39;s two issues that",399.699,2.102
"are important to note on that, Katherine.",401.801,2.302
"Number one, more and more Americans have no choices,",404.103,3.17
so they don&amp;#39;t have insurance.,407.273,2.236
I&amp;#39;ve mentioned this before.,409.509,1.001
Having a card and having coverage that when you,410.51,3.67
walk into a doctor&amp;#39;s office has a deductible of,414.18,2.336
"$15,000, $20,000 a year isn&amp;#39;t coverage.",416.516,4.537
That&amp;#39;s a card.,421.053,0.735
That doesn&amp;#39;t get you the care you need.,421.788,1.768
That doesn&amp;#39;t allow you to get the procedure or the,423.556,2.703
referral that you need from a doctor that&amp;#39;s,426.259,2.102
telling you what you need to have happen.,428.361,2.269
That&amp;#39;s vastly different than what we hope to,430.63,2.569
"exist, which is giving people who don&amp;#39;t have it",433.199,3.503
-- and let&amp;#39;s kind of -- I think it&amp;#39;s important to,436.702,2.203
add some context to this.,438.905,1.067
If you think about the individual market that,439.972,2.97
"exists right now, the individual insurance",442.942,1.602
"market, you&amp;#39;ve got roughly 30 million people that",444.544,3.069
exist right now -- 9 million people now,447.613,3.27
are on the exchange.,450.883,0.768
That number has gone down; 6.5 million people have,451.651,3.303
said they don&amp;#39;t want any insurance and they&amp;#39;re,454.954,2.402
"going to pay a penalty, and then just under 14",457.356,2.803
million people have said that they have applied,460.159,3.103
for a hardship.,463.262,1.035
So you&amp;#39;ve got almost 20 million people in America,464.297,3.703
who have said that they don&amp;#39;t want Obamacare and,468,1.969
they&amp;#39;ll either pay a penalty or will apply,469.969,1.869
for a hardship.,471.838,1.134
Those are people who don&amp;#39;t have it to begin with.,472.972,2.236
"The exchanges sought out to cover these people, and",475.208,3.103
we&amp;#39;re finding out that you&amp;#39;ve got 9 million-plus,478.311,1.968
who are getting it right now.,480.279,1.302
They have no coverage.,481.581,1.034
"And for more and more Americans, they&amp;#39;re losing",482.615,2.202
"their coverage, their choices are gone.",484.817,2.736
Tax credits in competition that will come in phases,487.553,3.837
two and three in the prongs that we talked,491.39,1.802
"about will further drop prices down, will further",493.192,3.037
increase competition.,496.229,1.401
The CBO score didn&amp;#39;t take into consideration,497.63,2.836
in that.,500.466,0.667
"And again, if you look at their numbers, you&amp;#39;ve got",501.133,2.069
roughly just over 9 million people on,503.202,2.069
the exchanges.,505.271,1.134
The CBO number says that 14 million people in the,506.405,2.736
first year alone will lose coverage.,509.141,3.137
It doesn&amp;#39;t take a ton of analysis to recognize that,512.278,2.502
that doesn&amp;#39;t make any sense logically.,514.78,3.003
You can&amp;#39;t only have 9-plus million people on the,517.783,2.369
"exchange and say in the first year alone, when",520.152,2.136
"there&amp;#39;s no touch to Medicaid or anything else,",522.288,2.035
you&amp;#39;re just removing the individual mandate that,524.323,2.403
forced people to buy something that they didn&amp;#39;t,526.726,1.735
"want in the first place, that is going to lead to",528.461,3.136
14 million people -- that people are going to drop,531.597,1.969
"off Medicare, they&amp;#39;re not going to take their",533.566,1.368
employer -- that just doesn&amp;#39;t add up.,534.934,2.202
"In fact, I would argue that if you look at the",537.136,1.835
"other part of the equation, the 20",538.971,2.469
million-plus people who have either chosen to pay,541.44,2.269
a penalty -- you think about that -- the 6.5,543.709,2.236
million people are saying either the plan is too,545.945,2.235
"costly, the plan doesn&amp;#39;t provide coverage.",548.18,2.136
"I think a lot of those people, especially when we",550.316,1.735
"continue to instill additional coverage, they",552.051,2.636
"have more choices, they can pick a plan that",554.687,2.336
"actually fits their needs or fits their budget,",557.023,3.069
you&amp;#39;re going to see more people want coverage who,560.092,3.137
are going to choose coverage.,563.229,1.535
"So I think that the CBO number, A, they have a",564.764,3.17
record that doesn&amp;#39;t match up with the ability,567.934,2.502
to count people.,570.436,0.667
"They&amp;#39;re pretty good at dollars, not as",571.103,2.203
good at people.,573.306,1.067
And I think that when you look at the additional,574.373,2.369
phases or prongs of this whole comprehensive,576.742,3.204
"approach, that actually changes the",579.946,2.369
equation a lot.,582.315,0.667
"It&amp;#39;s looking at one piece of a three-part plan, and",582.982,3.27
that&amp;#39;s not the entirety of the plan that,586.252,1.601
we&amp;#39;re looking at.,587.853,0.901
So that doesn&amp;#39;t -- The Press: So what does the,588.754,2.369
White House think the change will be next year?,591.123,1.902
"Mr. Spicer: Well, again, I don&amp;#39;t think that we -- we",593.025,2.569
don&amp;#39;t do those projections.,595.594,1.102
"But I think that there&amp;#39;s no question, when you look",596.696,2.302
"at the cost, they&amp;#39;re already saying just this",598.998,2.402
"alone, just doing the first prong of this will",601.4,3.237
take costs down 10 percent in the individual market.,604.637,2.769
"If you think about it, they&amp;#39;re up 25 percent in",607.406,2.77
the individual market on average already.,610.176,2.702
"This year alone, on just people who are on the",612.878,1.769
"exchanges, up 25 percent.",614.647,2.169
"The CBO is saying, just with what we&amp;#39;re doing on",616.816,2.569
"the first prong alone, 10 percent decline in the",619.385,3.17
individual market.,622.555,1.034
That&amp;#39;s a significant reduction.,623.589,1.435
That&amp;#39;s what we&amp;#39;re talking about.,625.024,1.335
"Bringing costs down, it increases choices.",626.359,1.835
That&amp;#39;s a big deal right now.,628.194,1.101
The problem that you have currently is that these,629.295,2.302
subsidies that people get get them a card that,631.597,2.569
doesn&amp;#39;t get them care.,634.166,1.235
"And that&amp;#39;s what we need to start focusing on, is how",635.401,3.27
many people are actually getting the care they need,638.671,2.169
to deal with the medical concerns of them,640.84,1.635
or their family.,642.475,0.7
And that&amp;#39;s not what&amp;#39;s happening. Mike.,643.175,1.335
"The Press: Sean, stating as you did that the",644.51,2.703
primary objection of this White House is that the,647.213,2.969
CBO report doesn&amp;#39;t take into account phase two and,650.182,2.937
"phase three, are there specifics either in terms",653.119,2.636
of the specific regulatory reforms that the White,655.755,2.636
House is considering and the specific terms of the,658.391,2.969
legislation that you would offer that are out there,661.36,2.403
for people to study as part of this?,663.763,2.135
"Because as you surely know, Tom Cotton among",665.898,2.102
others are skeptical of whether these phases can,668,2.469
actually --,670.469,0.701
"Mr. Spicer: Look, the things that I mentioned earlier --",671.17,3.503
allowing people to buy,674.673,1.035
"across state lines, to pool their insurance, to",675.708,2.402
"expand HSAs, to reform the FDA -- all of those things",678.11,4.305
I think unquestionably add competition and choice.,682.415,2.836
There&amp;#39;s no question about it.,685.251,1.301
"If one plan can sell that was in Maryland, into",686.552,2.903
"Virginia, where they can seek additional customers,",689.455,2.235
that competition alone invariably,691.69,2.002
brings down costs.,693.692,1.035
And we&amp;#39;ve seen this in market after market where,694.727,3.403
"once you allow competition, by itself,",698.13,2.703
that will bring down costs.,700.833,1.068
It will bring in choice.,701.901,1.434
Right now these insurance who have been mandated by,703.335,2.536
the government to create certain packages that,705.871,2.937
"people don&amp;#39;t need, you&amp;#39;ve got young people that are",708.808,3.637
being told to buy packages that have end-of-life care,712.445,3.603
that they don&amp;#39;t necessarily need.,716.048,1.602
You&amp;#39;ve got people who are in their older phases,717.65,1.868
having to buy stuff for maternity that may not be,719.518,5.339
a service that they need at their stage of life.,724.857,2.502
But the problem is that the government got,727.359,1.602
involved in health care and started dictating what,728.961,2.536
needed to happen instead of allowing the choice and,731.497,2.002
allow people to buy a plan that actually was tailored,733.499,2.836
to the needs that they want.,736.335,1.435
Those reforms in themselves unquestionably,737.77,3.47
bring down cost.,741.24,0.801
There&amp;#39;s no question.,742.041,1.368
But I think one of the issues that has to go back,743.409,3.003
to overriding this issue -- and the President has,746.412,2.502
stated this on numerous occasions -- if we do,748.914,3.037
"nothing, if we just allow this to continue, it will",751.951,3.503
collapse on its own.,755.454,1.568
The cost of it is unsustainable.,757.022,2.236
The premiums are going sky-high in,759.258,2.035
state after state.,761.293,0.835
And the choices keep going further and further down.,762.128,2.235
And so this idea of comparing it to Obamacare,764.363,3.971
is a false choice because they have no choice.,768.334,2.736
The choice is going away and the cost continues to,771.07,3.103
get higher through every phase.,774.173,1.635
And so to assume that the comparison is apples to,775.808,3.57
apples is a false choice.,779.378,1.368
The Press: I&amp;#39;m not making that.,780.746,0.934
But you&amp;#39;ve been critical from this podium of the,781.68,2.436
"Obama administration, of Democrats, in the way they",784.116,1.869
went about passing the Affordable Care Act.,785.985,1.968
In the interest of transparency that you,787.953,2.102
"accused them of not following, of shoving it",790.055,1.735
"down people&amp;#39;s throat, shouldn&amp;#39;t the White House,",791.79,1.836
should HHS put those details out now?,793.626,1.902
Should they put the legislative details out,795.528,1.835
and the subsequent steps in phase three?,797.363,1.968
Mr. Spicer: I think the House is working on that,799.331,1.335
in a lot of cases.,800.666,0.701
And as that legislation gets done --,801.367,1.334
"The Press: -- put the cards on the table now, because there&amp;#39;s a",802.701,1.335
lot of skepticism --,804.036,0.667
Mr. Spicer: I think that&amp;#39;s,804.703,0.668
"a great question for Speaker Ryan, and I know",805.371,1.334
that he&amp;#39;s been working with a team in getting it done.,806.705,1.335
And I think the sooner that we can get all those,808.04,1.368
"prongs out there, the better.",809.408,1.135
I agree with you.,810.543,0.867
"But I think the big difference, just so we&amp;#39;re",811.41,1.535
"clear, is that we posted this bill online, the",812.945,2.669
"Speaker had it out there, the President",815.614,1.335
tweeted it out.,816.949,1.068
"Anyone in the country and anyone in the world,",818.017,2.269
could read it.,820.286,0.667
That&amp;#39;s a vastly different approach than after it&amp;#39;s,820.953,2.269
"being done, told, after we pass it you can read it,",823.222,2.369
which is what Speaker Pelosi said.,825.591,1.335
The Press: Does the White House encourage,826.926,1.334
Republicans to put details of the phase three,828.26,1.335
legislation out there now?,829.595,0.667
"Mr. Spicer: I mean, sure.",830.262,1.335
"The more that can get out there on those phases,",831.597,1.368
absolutely.,832.965,0.667
And I know the Speaker is working with his,833.632,1.335
members to do that.,834.967,0.667
But I think that&amp;#39;s an appropriate question for,835.634,1.335
"the Speaker to answer, not for me.",836.969,1.335
I know that we are trying to work with them.,838.304,1.668
I know that there&amp;#39;s a lot of members that are,839.972,1.735
"working with Speaker Ryan and Leader McCarthy and,",841.707,2.169
"frankly, on the other chamber as well.",843.876,2.836
But I think that we continue -- and that&amp;#39;s why,846.712,1.902
I think we&amp;#39;re talking about all of those prongs,848.614,2.836
and all the pieces of them so that we can start,851.45,1.969
making sure that people understand the,853.419,1.802
comprehensive nature of this.,855.221,1.167
The Press: Will that happen before there&amp;#39;s a,856.388,1.969
vote on the --,858.357,0.667
Mr. Spicer: I think that&amp;#39;s a question for,859.024,1.335
Speaker Ryan to answer.,860.359,0.667
"I think the more we can get out there the better, though.",861.026,1.335
Alexis.,862.361,0.667
The Press: Can I follow up on what Mike was asking,863.028,3.337
about Senator Cotton?,866.365,1.134
Why is the White House giving Senator Cotton full,867.499,3.337
running room to go again and again in the media and,870.836,4.104
to denigrate the House plan without bringing him,874.94,2.97
"in, discussing with him what Mike was just",877.91,2.969
bringing up -- alternatives,880.879,1.502
that he&amp;#39;s suggesting?,882.381,1.101
Why does he have special dispensation to go out?,883.482,3.37
Mr. Spicer: I don&amp;#39;t think he has,886.852,2.603
special dispensation.,889.455,0.734
It&amp;#39;s a free country; he can say what he wants.,890.189,2.502
The Press: But if you brought him in here --,892.691,1.335
"Mr. Spicer: No, I think our team has been working",894.026,1.368
with his team as they are with Senator Paul&amp;#39;s team,895.394,2.402
and anyone else who has ideas.,897.796,2.169
"We&amp;#39;ve been engaged in a very, very robust",899.965,2.836
discussion with members in both chambers who have,902.801,3.504
ideas to move this thing forward.,906.305,1.568
I don&amp;#39;t think we are able to tell people what they,907.873,4.471
can and cannot engage in a free society.,912.344,2.903
And Senator Cotton is obviously able to make any,915.247,2.202
comments that he&amp;#39;d like.,917.449,1.702
We&amp;#39;d obviously continue to like to work with him.,919.151,1.535
And I think the team will continue to reach out to,920.686,1.735
both he and his team to try to get,922.421,2.803
his ideas on this.,925.224,1.868
The Press: But the President spent time,927.092,1.602
talking to him about his ideas on immigration.,928.694,2.269
Has he called him?,930.963,1.201
Has the Vice President called Senator Cotton?,932.164,2.069
"Mr. Spicer: I know that we&amp;#39;ve had a very, very",934.233,3.003
robust discussion with members of the,937.236,1.334
House and Senate.,938.57,0.668
I would have to get specific details of what,939.238,2.002
we&amp;#39;ve done with specifically Senator Cotton.,941.24,2.636
The Press: Is Senator Cruz coming today?,943.876,1.334
Mr. Spicer: I believe he -- I&amp;#39;d have to,945.21,1.335
check on that.,946.545,0.667
I know that there was a group of individuals.,947.212,1.836
I don&amp;#39;t have that list in front of me.,949.048,1.568
The Press: Senators?,950.616,0.901
"Mr. Spicer: I will get back to you on that,",951.517,1.668
"Alexis, I promise.",953.185,1.068
The snowstorm kind of shifted a bunch of stuff,954.253,1.902
"up, so I don&amp;#39;t want to start getting in front of",956.155,2.269
who actually can be here and who can&amp;#39;t.,958.424,2.269
But I will make sure that we get those details out,960.693,2.335
and we have --,963.028,0.668
The Press: Can you get it to the pool?,963.696,1.368
Mr. Spicer: I&amp;#39;d be glad to get it to the entire pool.,965.064,1.334
The Press: Thank you.,966.398,1.101
Mr. Spicer: Margaret.,967.499,1.202
The Press: Thank you.,968.701,1.601
So still on the same subject.,970.302,2.403
Does the White House support the House bill as,972.705,3.637
"it is, or amending it?",976.342,1.801
And there&amp;#39;s been reporting that the White House is,978.143,2.903
"involved, or some White House officials are",981.046,2.703
involved in shaping what&amp;#39;s being described as like a,983.749,2.469
major or significant manager&amp;#39;s amendment in,986.218,1.969
conjunction with conservatives.,988.187,0.901
Can you tell --,989.088,1.167
"Mr. Spicer: I would -- I&amp;#39;m sorry, please finish.",990.255,2.67
"The Press: No, we can go back and forth.",992.925,1.601
"But I&amp;#39;m just wondering, can you -- is the White",994.526,1.802
House writing this amendment or just,996.328,2.269
considering backing the amendment?,998.597,1.368
And does Paul Ryan know about it?,999.965,1.869
"We can tell him about it right now, I guess.",1001.834,1.434
Mr. Spicer: I think Speaker Ryan is well aware,1003.268,1.802
of the manager&amp;#39;s amendment.,1005.07,2.002
I think as we&amp;#39;ve noted multiple times from the,1008.073,1.702
"podium, when people have ideas that are",1009.775,2.102
"constructive or supportive, or ones that",1011.877,1.568
we have heard about from different members that we,1013.445,2.369
"have engaged with, and, frankly, ones that the",1015.814,2.536
House and Senate has engaged with who shared,1018.35,2.069
"ideas, we&amp;#39;ve always stated a willingness.",1020.419,2.836
"Director Mulvaney has talked about it, Secretary",1023.255,1.702
"Price, the President himself, the Vice President.",1024.957,1.968
Part of the reason we&amp;#39;re engaging with these,1026.925,2.203
"individuals is to hear their ideas, to talk to",1029.128,2.469
them about not just the content but the approach,1031.597,2.269
"-- what can go in, what can go out, how we deal",1033.866,2.802
"with the different phases, as Mike was asking,",1036.668,1.802
and when we go.,1038.47,1.168
But all of that is part of a comprehensive strategy,1039.638,2.803
"to engage with members who support us, who have ideas",1042.441,3.704
"and want to be onboard, who want to be",1046.145,1.334
constructive in the process and achieve the,1047.479,2.002
President&amp;#39;s goal of having a patient-centric,1049.481,2.236
healthcare system.,1051.717,0.734
So we are obviously in talks with House,1052.451,3.036
leadership about the contents.,1055.487,1.368
"But as I mentioned, the President will be on the",1056.855,2.036
phone with Speaker Ryan and Leader McCarthy later,1058.891,3.103
this afternoon to talk to them about some of these,1061.994,1.868
ideas and some of the path forward.,1063.862,1.835
But that&amp;#39;s part of the legislative process.,1065.697,2.269
"The Press: So all this -- actually, I have a",1067.966,2.102
second question.,1070.068,0.701
"But just to clarify this, so this involves -- the",1070.769,2.77
White House is working to help shape that,1073.539,1.768
manager&amp;#39;s amendment?,1075.307,0.901
Mr. Spicer: Yes.,1076.208,1.368
The Press: Okay.,1077.576,1.335
And on the visit of the Deputy Saudi Crown Prince,1078.911,4.504
"today, can you talk us through a little",1083.415,1.802
bit more detail?,1085.217,0.701
Does that involve the resumption of arms sales?,1085.918,1.801
Is that about oil?,1087.719,0.868
Mr. Spicer: It literally was wrapping up as we were,1088.587,1.768
"walking over here, so I want to make sure that I",1090.355,1.335
get a readout.,1091.69,0.667
"We&amp;#39;ll provide that to the pool, as we do with all",1092.357,1.335
the leader visits.,1093.692,0.667
So I will have more details from that once --,1094.359,1.335
they were concluding that visit as we were coming,1095.694,2.136
"here, and so I&amp;#39;ll make sure I get it. Blake.",1097.83,4.971
"The Press: Thanks, Sean.",1102.801,2.436
"In the middle of all this, there is also",1105.237,2.469
the debt ceiling.,1107.706,1.068
Mr. Spicer: Yeah.,1108.774,1.068
The Press: How urgent of a priority is this?,1109.842,3.203
And how concerned is the administration in tackling,1113.045,2.836
"this, given the letter that Secretary Mnuchin",1115.881,2.502
sent out last week?,1118.383,1.402
"Mr. Spicer: Yeah, so Secretary Mnuchin sent a",1119.785,2.869
"letter noting that, under the Budget Reconciliation",1122.654,2.269
"Act, the Congress&amp;#39;s debt authority had",1124.923,3.337
until March 15th.,1128.26,1.902
He notified them of that.,1130.162,2.803
We continue to work with Congress.,1132.965,1.334
"As you know, we&amp;#39;ll be releasing a budget",1134.299,1.335
later this week.,1135.634,0.901
That&amp;#39;s part and parcel of our approach to fiscal,1136.535,2.135
"responsibility, to making sure that we talk about",1138.67,2.336
"the path forward, how we address both the ending of",1141.006,4.805
fiscal year &amp;#39;17 -- it goes until September 30th this,1145.811,3.47
"year -- and then the budget, which would",1149.281,1.501
be fiscal year &amp;#39;18.,1150.782,1.268
"But how we address our budget deficits, our debt,",1152.05,4.438
and our spending going forward is something that,1156.488,1.802
is a holistic conversation that the Secretary and,1158.29,3.604
"Director Mulvaney and others, and the President",1161.894,2.168
and the Vice President are engaging with Congress on.,1164.062,2.036
So this isn&amp;#39;t -- our job under the law was to,1166.098,3.27
notify them of the authority that they passed,1169.368,2.536
"when it expired, and I think the Secretary will",1171.904,2.836
work with Congress on a path forward as far as,1174.74,2.803
our debt situation.,1177.543,0.867
"The Press: Secondly, let me get your reaction to",1178.41,2.369
"Jonathan Gruber, one of the architects",1180.779,2.669
of Obamacare.,1183.448,0.935
He called essentially the plan that you&amp;#39;ve put,1184.383,2.435
"forward, if it&amp;#39;s implemented, a &amp;quot;scam.&amp;quot;",1186.818,2.837
Your reaction to that would be what?,1189.655,2.102
Mr. Spicer: I think that the plan that he helped,1191.757,4.237
create hasn&amp;#39;t done so well for Americans seeking,1195.994,2.67
health insurance.,1198.664,0.867
"Again, I have to go to the numbers.",1199.531,1.668
But just think about what he sought out to do.,1201.199,3.571
There was a pool of people that needed healthcare;,1204.77,2.969
they got about 9 million of them.,1207.739,1.335
You got 14.4-plus-or-minus million of people who,1209.074,4.204
claimed a hardship exemption -- so they have,1213.278,1.969
no insurance; that are not receiving Medicaid; that,1215.247,3.47
"don&amp;#39;t qualify for any other assistance, who",1218.717,3.337
can&amp;#39;t afford Obamacare.,1222.054,2.035
And then you&amp;#39;ve got another 6 million-plus,1224.089,3.036
that have chosen to pay the penalty.,1227.125,2.336
So I would argue that just on what he sought to,1229.461,2.903
achieve in the plan that he helped craft didn&amp;#39;t,1232.364,2.703
achieve too many great results.,1235.067,2.068
"Of the people that did get it, their premiums have",1237.135,3.671
"gone sky high, their choices have gone down,",1240.806,2.702
and singlehandedly had a tremendous effect through,1243.508,2.903
the rest of the healthcare system.,1246.411,2.102
So people who weren&amp;#39;t even affected by Obamacare,1248.513,3.27
initially have now paid higher premiums and,1251.783,2.77
get less choices.,1254.553,0.667
So even for 175 million people who get,1255.22,2.703
"employer-based healthcare, they felt the impact of",1257.923,3.103
"what he sought out to do through higher prices,",1261.026,2.502
few choices.,1263.528,1.168
"So, respectfully, I think that he should just hang",1264.696,3.07
out more time at MIT and focus -- and allow good,1267.766,4.238
ideas to continue to come forward so that we can,1272.004,2.502
focus on achieving the President&amp;#39;s goal of doing,1274.506,2.769
what he sought out in the first place. Zeke.,1277.275,1.335
"The Press: Thanks, Sean.",1278.61,1.268
The President several times recently has said,1279.878,2.736
that he would like his healthcare plan to have,1282.614,2.336
healthcare for everybody.,1284.95,0.967
Mr. Spicer: Right.,1285.917,0.935
The Press: The CBO score yesterday seems to,1286.852,2.536
indicate that that&amp;#39;s not the case.,1289.388,2.035
Will the White House commit that after these,1291.423,1.702
