"date","minute","variable","value","formatted_date","text","top_angry","top_sadness","top_surprise","top_happiness","top_disgust"
"1_31_17",21,"angry",0.266854362033333,2017-01-31,"John Gizzi? The Press: Do you believe you can get nine democrats to support this nominee? Mr. Spicer: I do. Absolutely. Because I think at the end of the day one of the things that&amp;#39;s been a time honored tradition in this country is that we recognize that the confirmation process is -- if you&amp;#39;re -- the default is if you&amp;#39;re qualified for the position then you should be confirmed. Not the other way around. And I think that most democrats realize that at some point that is a -- having a court that is not fully operational is not the way to -- is not the political fight to have. John Gizzi. The Press: Sean, let me ask you the obvious follow up question then. At least one republican senator has said democrats have removed the filibuster from just about every other appointment aside from the Supreme Court. And he said several republicans say they would have no hesitation about moving for another nuclear option if democrats attempt a filibuster of any of the possible nominees. Is this something the President would support?",TRUE,FALSE,FALSE,FALSE,FALSE
"1_31_17",25,"surprise",0.111599122883721,2017-01-31,"negotiating that&amp;#39;s allowing these prescription drug prices to drop or get the best deal for the government in cases whether it&amp;#39;s Medicare or Medicaid who are such large buyers -- or the VA -- that you&amp;#39;re not -- you have got such purchasing power that&amp;#39;s not being utilized to the full extent. Hunter Walker? The Press: Yes, thank you, Sean. The President is meeting with Mayor Giuliani today. What do you think of the mayor&amp;#39;s claim that the executive order on the seven countries evolved from the Muslim ban that the President proposed during the campaign? Is that accurate? Mr. Spicer: I think the President has talked about extreme vetting and the need to keep America safe for a very, very long time. At the same time, he&amp;#39;s also made very clear that this is not a Muslim ban. It&amp;#39;s not a travel ban. It&amp;#39;s a vetting system to keep America safe. That&amp;#39;s it. Plain and simple. And all of the facts and a reading of it clearly show that that&amp;#39;s what it is. The Press: But Mayor Giuliani stressed that too, but he said that it came out of the desire to have a Muslim ban. Mr. Spicer: Then you should ask Mayor Giuliani. That&amp;#39;s his opinion. I&amp;#39;m just telling you what the President has said and",FALSE,FALSE,TRUE,FALSE,FALSE
"1_31_17",26,"angry",0.243402856906977,2017-01-31,"what the President has done has been to focus on making sure that we keep the country safe and that the executive order that was drafted does just that. It is to make sure and to ensure that people coming in from seven countries identified by the Obama administration that we didn&amp;#39;t have the proper systems to know who was coming into our country was put in place and a 90-day period was also granted to ensure that we knew how to further address vetting situations in the future. Zeke? The Press: Thanks, Sean. Just following up again about the strike over the weekend in Yemen. Can you confirm that the reports of the 8-year-old daughter of Admiral Anwar al-Awlaki was killed in the strike and if you can address sort of the killing of an American citizen in this -- in this antiterrorism operation? Mr. Spicer: I&amp;#39;m not going to go any further than what the Department of Defense has released. Obviously we recovered a tremendous amount of information and we killed an estimated 14 members of Al Qaeda and the AQAP individuals and then we",TRUE,FALSE,FALSE,FALSE,FALSE
"1_31_17",3,"sadness",0.2233139633,2017-01-31,"plans as the day evolves. Moving to the news of the day, I know that Secretary Kelly alongside other DHS officials just recently concluded a briefing on the operational implementation of the President&amp;#39;s executive order. I think it&amp;#39;s pretty clear from the secretary&amp;#39;s press conference that this executive order was enacted with the proper preparation and coordination between the White House and DHS. And that implementation will continue and proceed as planned. We also have a few updates on the leadership of some of our most critical government agencies. Last night, as you know, the President relieved Sally Yates of her duties as acting attorney general and named Dana Boente as the U.S. Attorney for the U.S. District of Virginia to serve as the acting attorney general until democratic senators finally quit their obstruction and confirm the unquestionably qualified Senator Jess Sessions as our next attorney general. Ms. Yates failed to enforce a legal order approved by the Department of Justice&amp;#39;s Office of",FALSE,TRUE,FALSE,FALSE,FALSE
"1_31_17",30,"angry",0.2598259057,2017-01-31,"Then the acting attorney general goes out and says, &amp;#39;I&amp;#39;m not going to enforce it.&amp;quot; You tell me how that jives. Because at the end of the day, if the acting attorney general has an office under her jurisdiction that says that something is legal and compliant and then she gets out there and says, &amp;#39;I&amp;#39;m not going to enforce it.&amp;quot; That doesn&amp;#39;t sound like an attorney general that is upholding the duty that she swore to uphold. The Press: Well -- Mr. Spicer: So -- can I -- at the end of the day then she should step down. But at the end of the day, the attorney general either had a problem with her own division approving something, but it wasn&amp;#39;t the President she had a problem with. The President followed the process, sought feedback, went through the interagency review, had other departments sign off despite the reporting that said it was otherwise. He got -- The Press: (inaudible) Mr. Spicer: Hold on. Guys -- The Press: Is it a betrayal though? Is it a betrayal? That&amp;#39;s a very hard word. Mr. Spicer: David -- why don&amp;#39;t we just let me answer Glen so we can be polite now, huh? And what the answer is that we went through the process. The Office of Legal Compliance came back and said, &amp;quot;This is a compliant executive order. It&amp;#39;s fully legal and it can be executed.&amp;quot;",TRUE,FALSE,FALSE,FALSE,FALSE
"1_31_17",37,"surprise",0.123339204409091,2017-01-31,"I know you indicated at that podium there would be further action. What does this look like? And there are five detainees that have been cleared for transfer that are sitting at Guantanamo. Will this administration take action in the next coming months on those detainees? Mr. Spicer: I think all of those actions are being currently reviewed and we don&amp;#39;t have anything further at this time. Yeah? The Press: Hi, Evan (inaudible) with the Evening News. Thank you for taking the question. The Obama administration&amp;#39;s (inaudible) undergirds the Clean Power Plan. Does the President still plan to revoke the Clean Power Plan? And would he perhaps, even go further and try and revoke the endangerment finding? Mr. Spicer: Well, I think the President has made very clear with respect to energy policy that he wants to review all of the options that we have to use our natural resources to better the country in terms of wind, power, solar, clean coal -- we&amp;#39;re in the process of reviewing all of our energy policies. I&amp;#39;d go back to note that we don&amp;#39;t have an energy secretary confirmed right now because the Senate",FALSE,FALSE,TRUE,FALSE,FALSE
"1_31_17",37,"angry",0.292476150863636,2017-01-31,"I know you indicated at that podium there would be further action. What does this look like? And there are five detainees that have been cleared for transfer that are sitting at Guantanamo. Will this administration take action in the next coming months on those detainees? Mr. Spicer: I think all of those actions are being currently reviewed and we don&amp;#39;t have anything further at this time. Yeah? The Press: Hi, Evan (inaudible) with the Evening News. Thank you for taking the question. The Obama administration&amp;#39;s (inaudible) undergirds the Clean Power Plan. Does the President still plan to revoke the Clean Power Plan? And would he perhaps, even go further and try and revoke the endangerment finding? Mr. Spicer: Well, I think the President has made very clear with respect to energy policy that he wants to review all of the options that we have to use our natural resources to better the country in terms of wind, power, solar, clean coal -- we&amp;#39;re in the process of reviewing all of our energy policies. I&amp;#39;d go back to note that we don&amp;#39;t have an energy secretary confirmed right now because the Senate",TRUE,FALSE,FALSE,FALSE,FALSE
"1_31_17",38,"angry",0.38469649055814,2017-01-31,"hasn&amp;#39;t yet moved forward with that. I hope that once that&amp;#39;s done we will have further updates on energy. Matt? The Press: Sean, Sally yates was obviously an Obama appointee that was holding on through the transition. How many more of them are there throughout the government and at this time as the transition and confirmation process plays out? And do you expect any more problems from any of the other ones? Mr. Spicer: In some cases, we&amp;#39;ve held some individuals over because they hold a critical position within government. In some cases we&amp;#39;ve named folks as acting. It&amp;#39;s a case-by-case basis. And again, I think part of it right now is the President wanted to focus on getting his cabinet up and complete. We&amp;#39;ll continue to make nominations both at the deputy, under, assistant secretary level. But in key agencies, so ICE being one of them where it&amp;#39;s an assistant secretary. But there are 30 other agencies where we&amp;#39;ve named acting heads to ensure that as we move through the confirmation process we have somebody in that",TRUE,FALSE,FALSE,FALSE,FALSE
"1_31_17",39,"surprise",0.1171067051,2017-01-31,"position to ensure continuity of government. Daniel? The Press: Sean, yesterday you said 109 individuals were affected by this extreme vetting. DHS officials said that it was over 1100. Mr. Spicer: No, no. Hold on. First of all, just to be clear what they&amp;#39;re talking about is the number of people who weren&amp;#39;t allowed to board a plane coming in. So they were stopped at their port of entry, had to get additional clearance, and then take off. There&amp;#39;s a big difference. The numbers that we&amp;#39;re talking about were the initial group of people that were in transit at the time the executive order was signed. And then there&amp;#39;s another group of people and the Department of Homeland Security has those numbers up to date on their website where they&amp;#39;re talking about people who were stopped at the port of entry to ensure that they&amp;#39;re properly vetted before they board a plane. Because there&amp;#39;s a very, very delicate distinction between people who were on the plane coming into this country when the executive order was signed, all of who&amp;#39;ve been vetted and cleared -- and the people who have been stopped at a port of entry in one of those seven countries to ensure that the proper",FALSE,FALSE,TRUE,FALSE,FALSE
"1_31_17",39,"angry",0.28209388828,2017-01-31,"position to ensure continuity of government. Daniel? The Press: Sean, yesterday you said 109 individuals were affected by this extreme vetting. DHS officials said that it was over 1100. Mr. Spicer: No, no. Hold on. First of all, just to be clear what they&amp;#39;re talking about is the number of people who weren&amp;#39;t allowed to board a plane coming in. So they were stopped at their port of entry, had to get additional clearance, and then take off. There&amp;#39;s a big difference. The numbers that we&amp;#39;re talking about were the initial group of people that were in transit at the time the executive order was signed. And then there&amp;#39;s another group of people and the Department of Homeland Security has those numbers up to date on their website where they&amp;#39;re talking about people who were stopped at the port of entry to ensure that they&amp;#39;re properly vetted before they board a plane. Because there&amp;#39;s a very, very delicate distinction between people who were on the plane coming into this country when the executive order was signed, all of who&amp;#39;ve been vetted and cleared -- and the people who have been stopped at a port of entry in one of those seven countries to ensure that the proper",TRUE,FALSE,FALSE,FALSE,FALSE
"1_31_17",41,"disgust",0.05862302975,2017-01-31,"I think when you&amp;#39;re that late in a term it had never happened before. And the goal was to make sure that the voters had a say in allowing that to happen. And I think that clearly it worked. The voters looked at that as a major reason, which they voted for the President. And I think that as we move forward that&amp;#39;s why we&amp;#39;re going to get the support that we need. Yeah? The Press: Sean, Sean. If the President does get his pick on the bench, what are any specific cases that the administration hopes that the court takes up in the near future? Mr. Spicer: Well, there&amp;#39;s a lot of cases that I think are in the queue that have the potential to be 4-4. I think the idea is to get this individual confirmed as soon as possible just to get the docket moving. That&amp;#39;s probably the biggest priority right now. Thank you guys very much. Have a great day. I&amp;#39;ll see you tonight. Good luck, 8:00 p.m.",FALSE,FALSE,FALSE,FALSE,TRUE
"1_31_17",41,"angry",0.2472161818,2017-01-31,"I think when you&amp;#39;re that late in a term it had never happened before. And the goal was to make sure that the voters had a say in allowing that to happen. And I think that clearly it worked. The voters looked at that as a major reason, which they voted for the President. And I think that as we move forward that&amp;#39;s why we&amp;#39;re going to get the support that we need. Yeah? The Press: Sean, Sean. If the President does get his pick on the bench, what are any specific cases that the administration hopes that the court takes up in the near future? Mr. Spicer: Well, there&amp;#39;s a lot of cases that I think are in the queue that have the potential to be 4-4. I think the idea is to get this individual confirmed as soon as possible just to get the docket moving. That&amp;#39;s probably the biggest priority right now. Thank you guys very much. Have a great day. I&amp;#39;ll see you tonight. Good luck, 8:00 p.m.",TRUE,FALSE,FALSE,FALSE,FALSE
"1_31_17",8,"sadness",0.216863484316667,2017-01-31,"working for the federal government or contractors. Also this morning, the President had a breakfast and listening session with major pharmaceutical company executives in the Roosevelt Room. Merck, Johnson &amp;amp; Johnson, Celgene, Amgen, Eli Lily, and the pharma trade group were represented at the meeting. Chairman Greg Walden, chairman of the House Committee on Energy and Commerce also participated. During the meeting the President commended their progress in lowering drug prices, but also reiterated his insistence that there&amp;#39;s more work to be done. He promised to continue to reduce the burdensome regulations that raised the cost of doing business in America. He was pleased to hear that the chairman of Amgen, Robert Bradway, discussed how 1600 American jobs will be added by Amgen. This administration will continue to prioritize jobs and make it easier for businesses around this country to hire more Americans. The President had lunch with Mayor Giuliani just a short time ago, who serves as the CEO of an international security firm Giuliani Partners,",FALSE,TRUE,FALSE,FALSE,FALSE
"2_21_17",10,"surprise",0.130173530256729,2017-02-21,"contradicted by two members of the media, one of them Bill Maher of HBO, who said that in front of guests at Mar-a-Lago, the President was briefed on the classified North Korean situation. Mr. Spicer: Say that again, I&amp;#39;m sorry. The Press: The President and the Prime Minister of Japan were briefed in front of guests -- Mr. Spicer: No, I didn&amp;#39;t say that. The Press: No, no, no, this is what was being said on HBO, that the President and the Prime Minister were briefed on classified information in front of guests at Mar-a-Lago. I just want to clarify, did that happen? Did they -- Mr. Spicer: No. No. I think I walked through this timeline before, Jim. And it&amp;#39;s amazing -- a photo gets put out, the President has got a piece of paper, and the immediate conclusion is he&amp;#39;s got to be talking about classified information. The President was briefed on the situation in North Korea prior to the dinner, in a SCIF, that&amp;#39;s at Mar-a-Lago. He went and had dinner. He discussed the logistics of the press conference,",FALSE,FALSE,TRUE,FALSE,FALSE
"2_22_17",16,"happiness",0.346861814527524,2017-02-22,"Mr. Spicer: Why do I think what happens? (Laughter.) The Press: Actresses and actors like Meryl Streep. Mr. Spicer: I have no idea. It&amp;#39;s a free country. I think Hollywood is known for being rather far to the left in its opinions. And I&amp;#39;ve got to be honest with you, I think the President will be hosting the Governors Ball that night. Mrs. Trump looks forward to putting on a phenomenal event, and the First Lady has put a lot of time into this event that&amp;#39;s going to occur in welcoming our nation&amp;#39;s governors to the Capitol. And I have a feeling that that&amp;#39;s where the President and the First Lady are going to be focused on on Sunday night, and so we&amp;#39;ll go from there. The Press: Sean, the President is going to have a big audience next Tuesday in the joint address to Congress. Does he have a set of goals in mind for the speech? And do you think we&amp;#39;re going to see some specific policy rollouts as part of that speech? Mr. Spicer: I think that the speech is going to focus -- I mentioned this yesterday -- I think it&amp;#39;s going to talk -- remind the American people what he&amp;#39;s done already, and make sure that he explains to them not just because of a sense of",FALSE,FALSE,FALSE,TRUE,FALSE
"2_22_17",19,"disgust",0.0585502503315385,2017-02-22,"to highlight that. But I think you&amp;#39;re going to see a fair amount of visits in the next few weeks to highlight some of the places that he wants to take them. The Press: And then the other thing was, I&amp;#39;ve seen -- some members of Congress were here last week. There&amp;#39;s the legislative meeting today. It feels as if we haven&amp;#39;t seen as many executive actions -- or executive orders. I know we have the one -- vetting one coming out this week. Are we in a different phase now that he&amp;#39;s sort of done the executive orders that he wants to do -- Mr. Spicer: No. The Press: -- and we&amp;#39;re going to legislation? Mr. Spicer: We have several that are in the pipeline. And part of it is just -- these days are focused with these meetings and getting things done and trying to plan ahead. And so as we see fit and as the implementation process of a lot of these goes through the process, we&amp;#39;ll have future -- we&amp;#39;ll have plenty more. But -- The Press: It does seem that there&amp;#39;s more legislative emphasis right now. Mr. Spicer: Well, it&amp;#39;s both. And I think part of this is as we work through Congress, Anita, these are big things, right? We&amp;#39;re talking about fundamental tax reform --",FALSE,FALSE,FALSE,FALSE,TRUE
"2_23_17",1,"happiness",0.380553848781468,2017-02-23,"Mr. Spicer: I was thinking about not doing a briefing today, and then I saw Reince Priebus and Steve Bannon give that talk and I thought they were infringing on my ratings, so we figured we had to do something to keep up our record. It&amp;#39;s been another busy day today. This morning, after receiving his daily intelligence briefing, the President welcomed some of the world&amp;#39;s top business and manufacturing leaders to the White House to continue the administration&amp;#39;s effort to engage with the private sector to create jobs and expand opportunities for America&amp;#39;s workers. The 24 CEOs spent the morning in working sessions with the Vice President, Cabinet members and key aides, and came together with the President to brief him on their discussions and recommendations. The group discussed the need to roll back burdensome regulations that are stifling economic growth. The CEOs thanked the President for the actions that he&amp;#39;s already taken to address the issues, and",FALSE,FALSE,FALSE,TRUE,FALSE
"2_23_17",15,"happiness",0.439986541010654,2017-02-23,"on and then we&amp;#39;ll get to John, Kristen and Brian. The Press: Yeah. So I have one on -- I have something on another issue really fast, then John can do that. On the HBCU executive order, we understand the executive order that&amp;#39;s coming out sometime later this month, it&amp;#39;s supposed to open -- you&amp;#39;re working out issues of opening an office specifically to take the HBCU initiative out of the Department of Education and bring it directly under the purview of the White House. Who will be heading that? Have you figured that out? Have you also figured out how you will build that office out? Because from what I understand, that is one of the big pieces of this. Mr. Spicer: Well, respectfully, that&amp;#39;s why it hasn&amp;#39;t been issued yet. We&amp;#39;re working it through the process. Obviously, that is something that we&amp;#39;re committed to getting done by the end of Black History Month. So our days are numbered, but there&amp;#39;s a commitment by the President and the staff to really focus on this issue and give it the proper respect that it deserves. So if you&amp;#39;ll bear with us a couple more days, I promise you we&amp;#39;ll have more to say on that.",FALSE,FALSE,FALSE,TRUE,FALSE
"2_27_17",46,"happiness",0.496938915708333,2017-02-27,"Mr Spicer: I don&amp;#39;t know. I&amp;#39;ll ask. (Laughter.) But I&amp;#39;m sure Secret Service will take care of the -- alleviating the medium concerns. Hold on. Alexis. The Press: Sean, I have two questions. First, one on healthcare. Because the OMB director was signaling that the complete budget would be made ready early May, and the President today described how complicated he had discovered that the healthcare repeal and replace has become, can you describe when it is that the President would present his framework for an overhaul of healthcare? Is it going to be included in the budget so we would see it before May? Mr Spicer: I don&amp;#39;t think you&amp;#39;re going to see it in the budget, no. That&amp;#39;s not the appropriate vehicle for it. I think I&amp;#39;ve mentioned it before. I think you would drive -- or at least the leading option, before I get locked into something, is to add Obamacare to the FY17 budget process and",FALSE,FALSE,FALSE,TRUE,FALSE
"2_27_17",48,"happiness",0.361270228795455,2017-02-27,"repealing it and replacing it. And we&amp;#39;re aware of that. We&amp;#39;re working with the House and the Senate to make that happen. The Press: And my second topic. Mr Spicer: Of course. The Press: All right. The immigration executive order, the travel ban -- is the President going to address the American people and Congress in his speech tomorrow night and specifically describe and defend the immigration ban? And when will we see the revised executive order? Mr Spicer: So we&amp;#39;re not going to -- I would not anticipate the speech being a defense of legislation and executive orders. I don&amp;#39;t think many previous Presidents have gotten through and used that as a legislative walkthrough. But you will hear about his commitment to immigration and his desire for border security, and what it means not just about keeping the nation safe, but what impact it&amp;#39;s having on the economy. So you will hear a lot about immigration tomorrow night, and he will talk about why it matters and the goal that we have and why we should come",FALSE,FALSE,FALSE,TRUE,FALSE
"2_7_17",19,"surprise",0.118124015559198,2017-02-07,"providing the best care, and if there&amp;#39;s things that are an impediment to that care being offered up or reformed, then he is going to make sure that we enact policies internally that make sure that people who are not doing their job not servicing veterans, we can figure out how to expedite that process. But the idea that we&amp;#39;re sitting around having a discussion about personnel inhibiting the care that veterans deserve really does not bode well for the reflection that we want on this country. I mean, the people who have served this nation - we should be bending over backward to make sure that the benefits and the care and the services that they, frankly, earned is something that is given the highest priority, and it&amp;#39;s something that the President remains highly committed to. Miriam Burgess. Miriam. The Press: Hey. Hi. [inaudible] he is going to speak later today with the Spanish leader, Mariano Rajoy - Mr. Spicer Yeah. The Press: - and I would like to know how President Trump sees the relation with Spain, and what are",FALSE,FALSE,TRUE,FALSE,FALSE
